datahora,dia,mes,ano,date,time,dgm,pre,total
2024-03-21T11:00:00+00:00,21,03,2024,2024-03-21,11:00,846436.0,768853.25,1615289.25
2024-03-21T15:15:00+00:00,21,03,2024,2024-03-21,15:15,823337.0,718012.75,1541349.75
2024-03-21T20:15:00+00:00,21,03,2024,2024-03-21,20:15,870356.0,1017343.75,1887699.75
2024-03-22T11:45:00+00:00,22,03,2024,2024-03-22,11:45,985416.0,632737.25,1618153.25
2024-03-23T05:30:00+00:00,23,03,2024,2024-03-23,05:30,146620.0,978690.25,1125310.25
2024-03-23T11:45:00+00:00,23,03,2024,2024-03-23,11:45,408143.0,943416.5,1351559.5
2024-03-24T00:45:00+00:00,24,03,2024,2024-03-24,00:45,301654.0,862793.5,1164447.5
2024-03-24T08:45:00+00:00,24,03,2024,2024-03-24,08:45,273002.0,829851.5,1102853.5
2024-03-24T16:45:00+00:00,24,03,2024,2024-03-24,16:45,724448.0,479632.75,1204080.75
2024-03-25T01:15:00+00:00,25,03,2024,2024-03-25,01:15,821641.0,283373.25,1105014.25
2024-03-25T10:00:00+00:00,25,03,2024,2024-03-25,10:00,739691.0,889782.5,1629473.5
2024-03-25T10:15:00+00:00,25,03,2024,2024-03-25,10:15,705017.0,919190.0,1624207.0
2024-03-25T18:30:00+00:00,25,03,2024,2024-03-25,18:30,750377.0,940401.25,1690778.25
2024-03-25T19:15:00+00:00,25,03,2024,2024-03-25,19:15,1062086.0,753291.25,1815377.25
2024-03-26T09:45:00+00:00,26,03,2024,2024-03-26,09:45,1089971.0,628572.0,1718543.0
2024-03-26T16:00:00+00:00,26,03,2024,2024-03-26,16:00,645139.0,1163258.5,1808397.5
2024-03-26T21:45:00+00:00,26,03,2024,2024-03-26,21:45,575552.0,1276052.0,1851604.0
2024-03-27T15:15:00+00:00,27,03,2024,2024-03-27,15:15,600519.0,1275819.5,1876338.5
2024-03-27T19:15:00+00:00,27,03,2024,2024-03-27,19:15,641227.0,1334528.0,1975755.0
2024-03-27T19:30:00+00:00,27,03,2024,2024-03-27,19:30,693945.0,1318026.0,2011971.0
2024-03-27T20:30:00+00:00,27,03,2024,2024-03-27,20:30,714671.0,1301707.75,2016378.75
2024-03-27T22:00:00+00:00,27,03,2024,2024-03-27,22:00,584721.0,1253622.5,1838343.5
2024-03-28T07:30:00+00:00,28,03,2024,2024-03-28,07:30,514375.0,955197.75,1469572.75
2024-03-28T08:45:00+00:00,28,03,2024,2024-03-28,08:45,671889.0,1055342.25,1727231.25
2024-03-28T19:45:00+00:00,28,03,2024,2024-03-28,19:45,764907.0,1249466.25,2014373.25
2024-03-28T21:00:00+00:00,28,03,2024,2024-03-28,21:00,681911.0,1255856.75,1937767.75
2024-03-30T04:30:00+00:00,30,03,2024,2024-03-30,04:30,533867.0,581627.75,1115494.75
2024-03-30T06:15:00+00:00,30,03,2024,2024-03-30,06:15,597050.0,515473.0,1112523.0
2024-03-30T18:15:00+00:00,30,03,2024,2024-03-30,18:15,972795.0,605493.5,1578288.5
2024-03-31T01:45:00+00:00,31,03,2024,2024-03-31,02:45,717203.0,419682.0,1136885.0
2024-03-31T11:30:00+00:00,31,03,2024,2024-03-31,12:30,827984.0,607240.25,1435224.25
2024-03-31T14:15:00+00:00,31,03,2024,2024-03-31,15:15,293156.0,847133.25,1140289.25
2024-03-31T17:15:00+00:00,31,03,2024,2024-03-31,18:15,404783.0,790604.0,1195387.0
2024-03-31T17:45:00+00:00,31,03,2024,2024-03-31,18:45,434279.0,816793.5,1251072.5
2024-03-31T18:00:00+00:00,31,03,2024,2024-03-31,19:00,486625.0,805168.5,1291793.5
2024-03-31T20:30:00+00:00,31,03,2024,2024-03-31,21:30,714910.0,850820.75,1565730.75
2024-04-01T05:00:00+00:00,01,04,2024,2024-04-01,06:00,92800.0,1008910.0,1101710.0
2024-04-01T14:45:00+00:00,01,04,2024,2024-04-01,15:45,366727.0,1069237.75,1435964.75
2024-04-01T16:45:00+00:00,01,04,2024,2024-04-01,17:45,597356.0,821982.0,1419338.0
2024-04-01T19:30:00+00:00,01,04,2024,2024-04-01,20:30,1235827.0,624587.0,1860414.0
2024-04-01T21:00:00+00:00,01,04,2024,2024-04-01,22:00,1045401.0,723323.0,1768724.0
2024-04-02T21:00:00+00:00,02,04,2024,2024-04-02,22:00,1097920.0,813261.0,1911181.0
2024-04-03T08:45:00+00:00,03,04,2024,2024-04-03,09:45,1271745.0,461276.75,1733021.75
2024-04-03T16:15:00+00:00,03,04,2024,2024-04-03,17:15,1003900.0,536588.75,1540488.75
2024-04-03T22:00:00+00:00,03,04,2024,2024-04-03,23:00,1157718.0,512906.5,1670624.5
2024-04-03T22:45:00+00:00,03,04,2024,2024-04-03,23:45,1022141.0,518407.75,1540548.75
2024-04-04T13:45:00+00:00,04,04,2024,2024-04-04,14:45,588762.0,959848.75,1548610.75
2024-04-04T20:00:00+00:00,04,04,2024,2024-04-04,21:00,888122.0,1009282.5,1897404.5
2024-04-05T00:00:00+00:00,05,04,2024,2024-04-05,01:00,274748.0,1080156.5,1354904.5
2024-04-05T08:30:00+00:00,05,04,2024,2024-04-05,09:30,520582.0,1117370.25,1637952.25
2024-04-05T13:15:00+00:00,05,04,2024,2024-04-05,14:15,543224.0,945075.25,1488299.25
2024-04-05T22:15:00+00:00,05,04,2024,2024-04-05,23:15,175408.0,1317954.0,1493362.0
2024-04-06T02:30:00+00:00,06,04,2024,2024-04-06,03:30,109880.0,1014658.0,1124538.0
2024-04-06T06:30:00+00:00,06,04,2024,2024-04-06,07:30,265515.0,895236.5,1160751.5
2024-04-06T08:00:00+00:00,06,04,2024,2024-04-06,09:00,632761.0,680216.0,1312977.0
2024-04-06T12:15:00+00:00,06,04,2024,2024-04-06,13:15,866644.0,602778.25,1469422.25
2024-04-07T01:30:00+00:00,07,04,2024,2024-04-07,02:30,783114.0,282278.75,1065392.75
2024-04-07T04:30:00+00:00,07,04,2024,2024-04-07,05:30,711873.0,316641.25,1028514.25
2024-04-07T06:15:00+00:00,07,04,2024,2024-04-07,07:15,794777.0,250962.5,1045739.5
2024-04-07T15:15:00+00:00,07,04,2024,2024-04-07,16:15,756749.0,388840.0,1145589.0
2024-04-07T16:30:00+00:00,07,04,2024,2024-04-07,17:30,693403.0,516808.25,1210211.25
2024-04-08T03:15:00+00:00,08,04,2024,2024-04-08,04:15,97414.0,977352.75,1074766.75
2024-04-08T07:45:00+00:00,08,04,2024,2024-04-08,08:45,597661.0,1055811.0,1653472.0
2024-04-08T09:30:00+00:00,08,04,2024,2024-04-08,10:30,640722.0,1049546.0,1690268.0
2024-04-08T10:15:00+00:00,08,04,2024,2024-04-08,11:15,624232.0,1040441.75,1664673.75
2024-04-08T20:15:00+00:00,08,04,2024,2024-04-08,21:15,849968.0,958613.25,1808581.25
2024-04-09T01:45:00+00:00,09,04,2024,2024-04-09,02:45,483161.0,725508.25,1208669.25
2024-04-09T06:15:00+00:00,09,04,2024,2024-04-09,07:15,805616.0,600659.25,1406275.25
2024-04-09T15:45:00+00:00,09,04,2024,2024-04-09,16:45,1101632.0,331487.5,1433119.5
2024-04-10T02:15:00+00:00,10,04,2024,2024-04-10,03:15,886985.0,280915.75,1167900.75
2024-04-10T14:00:00+00:00,10,04,2024,2024-04-10,15:00,1149483.0,266458.5,1415941.5
2024-04-10T16:45:00+00:00,10,04,2024,2024-04-10,17:45,1184102.0,279453.25,1463555.25
2024-04-10T19:00:00+00:00,10,04,2024,2024-04-10,20:00,1421877.0,312428.0,1734305.0
2024-04-11T03:30:00+00:00,11,04,2024,2024-04-11,04:30,422019.0,717803.5,1139822.5
2024-04-11T06:30:00+00:00,11,04,2024,2024-04-11,07:30,506690.0,920074.5,1426764.5
2024-04-11T15:15:00+00:00,11,04,2024,2024-04-11,16:15,1107946.0,341009.25,1448955.25
2024-04-11T16:00:00+00:00,11,04,2024,2024-04-11,17:00,1167608.0,318529.75,1486137.75
2024-04-11T18:15:00+00:00,11,04,2024,2024-04-11,19:15,1314199.0,300340.0,1614539.0
2024-04-11T21:15:00+00:00,11,04,2024,2024-04-11,22:15,1170251.0,460199.75,1630450.75
2024-04-12T02:30:00+00:00,12,04,2024,2024-04-12,03:30,372512.0,805869.25,1178381.25
2024-04-12T04:45:00+00:00,12,04,2024,2024-04-12,05:45,370723.0,819610.0,1190333.0
2024-04-13T07:30:00+00:00,13,04,2024,2024-04-13,08:30,930322.0,276220.5,1206542.5
2024-04-13T08:15:00+00:00,13,04,2024,2024-04-13,09:15,963399.0,278837.0,1242236.0
2024-04-13T13:00:00+00:00,13,04,2024,2024-04-13,14:00,944898.0,270114.75,1215012.75
2024-04-13T22:15:00+00:00,13,04,2024,2024-04-13,23:15,986667.0,306436.5,1293103.5
2024-04-14T03:15:00+00:00,14,04,2024,2024-04-14,04:15,788592.0,224628.5,1013220.5
2024-04-14T09:45:00+00:00,14,04,2024,2024-04-14,10:45,922844.0,245290.5,1168134.5
2024-04-14T12:15:00+00:00,14,04,2024,2024-04-14,13:15,927927.0,275474.75,1203401.75
2024-04-14T16:00:00+00:00,14,04,2024,2024-04-14,17:00,714633.0,390621.75,1105254.75
2024-04-14T18:30:00+00:00,14,04,2024,2024-04-14,19:30,868510.0,454000.5,1322510.5
2024-04-15T02:30:00+00:00,15,04,2024,2024-04-15,03:30,520432.0,520483.0,1040915.0
2024-04-16T02:15:00+00:00,16,04,2024,2024-04-16,03:15,746078.0,388658.0,1134736.0
2024-04-17T00:15:00+00:00,17,04,2024,2024-04-17,01:15,643606.0,578576.25,1222182.25
2024-04-17T03:45:00+00:00,17,04,2024,2024-04-17,04:45,374974.0,753129.25,1128103.25
2024-04-17T04:15:00+00:00,17,04,2024,2024-04-17,05:15,393730.0,766340.5,1160070.5
2024-04-17T17:15:00+00:00,17,04,2024,2024-04-17,18:15,1132654.0,354632.5,1487286.5
2024-04-17T18:00:00+00:00,17,04,2024,2024-04-17,19:00,1220618.0,368018.25,1588636.25
2024-04-18T03:15:00+00:00,18,04,2024,2024-04-18,04:15,324994.0,795702.25,1120696.25
2024-04-18T05:15:00+00:00,18,04,2024,2024-04-18,06:15,361703.0,854348.25,1216051.25
2024-04-18T09:15:00+00:00,18,04,2024,2024-04-18,10:15,688243.0,796444.0,1484687.0
2024-04-18T15:30:00+00:00,18,04,2024,2024-04-18,16:30,1028401.0,395058.5,1423459.5
2024-04-18T17:15:00+00:00,18,04,2024,2024-04-18,18:15,1069356.0,377470.25,1446826.25
2024-04-18T19:15:00+00:00,18,04,2024,2024-04-18,20:15,1222674.0,475558.5,1698232.5
2024-04-19T10:00:00+00:00,19,04,2024,2024-04-19,11:00,907737.0,598481.0,1506218.0
2024-04-19T19:00:00+00:00,19,04,2024,2024-04-19,20:00,1386542.0,229050.0,1615592.0
2024-04-20T03:15:00+00:00,20,04,2024,2024-04-20,04:15,728418.0,357110.25,1085528.25
2024-04-20T05:15:00+00:00,20,04,2024,2024-04-20,06:15,717007.0,380843.75,1097850.75
2024-04-21T01:15:00+00:00,21,04,2024,2024-04-21,02:15,471476.0,556800.0,1028276.0
2024-04-21T01:30:00+00:00,21,04,2024,2024-04-21,02:30,465261.0,568649.75,1033910.75
2024-04-21T07:00:00+00:00,21,04,2024,2024-04-21,08:00,324845.0,674672.5,999517.5
2024-04-21T11:30:00+00:00,21,04,2024,2024-04-21,12:30,843823.0,355745.5,1199568.5
2024-04-21T17:15:00+00:00,21,04,2024,2024-04-21,18:15,865658.0,288158.25,1153816.25
2024-04-21T20:15:00+00:00,21,04,2024,2024-04-21,21:15,1135091.0,315696.75,1450787.75
2024-04-22T02:45:00+00:00,22,04,2024,2024-04-22,03:45,375263.0,654530.25,1029793.25
2024-04-22T03:45:00+00:00,22,04,2024,2024-04-22,04:45,348573.0,671077.25,1019650.25
2024-04-22T09:45:00+00:00,22,04,2024,2024-04-22,10:45,783562.0,623620.0,1407182.0
2024-04-22T20:45:00+00:00,22,04,2024,2024-04-22,21:45,1074972.0,573192.0,1648164.0
2024-04-22T21:00:00+00:00,22,04,2024,2024-04-22,22:00,1031339.0,592604.25,1623943.25
2024-04-24T00:00:00+00:00,24,04,2024,2024-04-24,01:00,747004.0,495571.5,1242575.5
2024-04-24T13:30:00+00:00,24,04,2024,2024-04-24,14:30,1140039.0,282789.25,1422828.25
2024-04-24T15:30:00+00:00,24,04,2024,2024-04-24,16:30,1011172.0,379561.75,1390733.75
2024-04-24T20:15:00+00:00,24,04,2024,2024-04-24,21:15,1114051.0,546199.75,1660250.75
2024-04-24T23:00:00+00:00,25,04,2024,2024-04-25,00:00,697765.0,605320.5,1303085.5
2024-04-25T08:45:00+00:00,25,04,2024,2024-04-25,09:45,618384.0,557232.5,1175616.5
2024-04-25T09:30:00+00:00,25,04,2024,2024-04-25,10:30,659023.0,528703.0,1187726.0
2024-04-25T17:45:00+00:00,25,04,2024,2024-04-25,18:45,381385.0,890074.0,1271459.0
2024-04-26T00:30:00+00:00,26,04,2024,2024-04-26,01:30,588605.0,483584.75,1072189.75
2024-04-26T01:30:00+00:00,26,04,2024,2024-04-26,02:30,620461.0,421546.0,1042007.0
2024-04-26T14:15:00+00:00,26,04,2024,2024-04-26,15:15,780953.0,670625.0,1451578.0
2024-04-27T17:30:00+00:00,27,04,2024,2024-04-27,18:30,616482.0,638056.5,1254538.5
2024-04-27T20:15:00+00:00,27,04,2024,2024-04-27,21:15,1039391.0,438049.0,1477440.0
2024-04-27T22:30:00+00:00,27,04,2024,2024-04-27,23:30,893637.0,379751.75,1273388.75
2024-04-28T11:00:00+00:00,28,04,2024,2024-04-28,12:00,975500.0,292000.0,1267500.0
2024-04-29T22:15:00+00:00,29,04,2024,2024-04-29,23:15,831986.0,625352.25,1457338.25
2024-04-30T00:00:00+00:00,30,04,2024,2024-04-30,01:00,723079.0,516111.0,1239190.0
2024-04-30T04:30:00+00:00,30,04,2024,2024-04-30,05:30,681429.0,453466.5,1134895.5
2024-04-30T15:30:00+00:00,30,04,2024,2024-04-30,16:30,399106.0,1133794.75,1532900.75
2024-05-02T02:00:00+00:00,02,05,2024,2024-05-02,03:00,696367.0,393434.637,1089801.637
2024-05-02T03:45:00+00:00,02,05,2024,2024-05-02,04:45,673616.0,416178.499,1089794.499
2024-05-02T22:00:00+00:00,02,05,2024,2024-05-02,23:00,911391.0,639368.979,1550759.979
2024-05-02T23:30:00+00:00,03,05,2024,2024-05-03,00:30,790305.0,559966.603,1350271.6030000001
2024-05-03T00:15:00+00:00,03,05,2024,2024-05-03,01:15,767723.0,513800.68,1281523.68
2024-05-03T04:00:00+00:00,03,05,2024,2024-05-03,05:00,680830.0,487915.316,1168745.316
2024-05-03T05:15:00+00:00,03,05,2024,2024-05-03,06:15,781377.0,463109.941,1244486.941
2024-05-03T06:00:00+00:00,03,05,2024,2024-05-03,07:00,793434.0,493552.787749,1286986.787749
2024-05-03T13:15:00+00:00,03,05,2024,2024-05-03,14:15,778742.0,816199.942416,1594941.942416
2024-05-03T17:30:00+00:00,03,05,2024,2024-05-03,18:30,731468.0,817835.930391,1549303.9303910001
2024-05-03T20:45:00+00:00,03,05,2024,2024-05-03,21:45,865994.0,845213.397,1711207.3969999999
2024-05-04T03:00:00+00:00,04,05,2024,2024-05-04,04:00,299331.0,820107.522,1119438.5219999999
2024-05-04T06:45:00+00:00,04,05,2024,2024-05-04,07:45,342879.0,833762.06636,1176641.06636
2024-05-04T07:00:00+00:00,04,05,2024,2024-05-04,08:00,333715.0,831294.917531,1165009.917531
2024-05-04T07:15:00+00:00,04,05,2024,2024-05-04,08:15,395640.0,802883.951574,1198523.951574
2024-05-04T22:00:00+00:00,04,05,2024,2024-05-04,23:00,822955.0,574445.659,1397400.659
2024-05-04T22:15:00+00:00,04,05,2024,2024-05-04,23:15,777431.0,588081.36,1365512.3599999999
2024-05-04T22:30:00+00:00,04,05,2024,2024-05-04,23:30,737475.0,604815.889,1342290.889
2024-05-05T07:15:00+00:00,05,05,2024,2024-05-05,08:15,286031.0,815743.053674,1101774.0536739998
2024-05-05T12:00:00+00:00,05,05,2024,2024-05-05,13:00,477496.0,943479.244554,1420975.244554
2024-05-05T21:00:00+00:00,05,05,2024,2024-05-05,22:00,984850.0,500620.103,1485470.1030000001
2024-05-05T21:45:00+00:00,05,05,2024,2024-05-05,22:45,1017315.0,412161.357,1429476.357
2024-05-06T01:45:00+00:00,06,05,2024,2024-05-06,02:45,816407.0,288805.863,1105212.863
2024-05-06T13:45:00+00:00,06,05,2024,2024-05-06,14:45,937163.0,493701.717544,1430864.7175440001
2024-05-06T23:00:00+00:00,07,05,2024,2024-05-07,00:00,761312.0,609034.982,1370346.9819999998
2024-05-07T05:45:00+00:00,07,05,2024,2024-05-07,06:45,614399.0,594880.460252,1209279.460252
2024-05-07T06:45:00+00:00,07,05,2024,2024-05-07,07:45,817782.0,578108.307879,1395890.307879
2024-05-07T07:45:00+00:00,07,05,2024,2024-05-07,08:45,1075073.0,480338.878823,1555411.878823
2024-05-07T08:30:00+00:00,07,05,2024,2024-05-07,09:30,1157320.0,394906.271878,1552226.2718779999
2024-05-07T09:45:00+00:00,07,05,2024,2024-05-07,10:45,1138696.0,363998.521003,1502694.521003
2024-05-07T10:15:00+00:00,07,05,2024,2024-05-07,11:15,1142649.0,354752.487344,1497401.487344
2024-05-08T23:15:00+00:00,09,05,2024,2024-05-09,00:15,959196.0,375975.729,1335171.729
2024-05-09T05:45:00+00:00,09,05,2024,2024-05-09,06:45,816555.0,397006.647942,1213561.647942
2024-05-09T08:15:00+00:00,09,05,2024,2024-05-09,09:15,1133225.0,455200.042348,1588425.042348
2024-05-09T09:30:00+00:00,09,05,2024,2024-05-09,10:30,1125631.0,419632.702037,1545263.702037
2024-05-10T08:00:00+00:00,10,05,2024,2024-05-10,09:00,1307388.0,231299.822763,1538687.822763
2024-05-11T05:45:00+00:00,11,05,2024,2024-05-11,06:45,794307.0,300853.69191,1095160.69191
2024-05-11T06:00:00+00:00,11,05,2024,2024-05-11,07:00,814865.0,286794.40798,1101659.4079800001
2024-05-11T08:45:00+00:00,11,05,2024,2024-05-11,09:45,966703.0,297698.143929,1264401.143929
2024-05-11T13:15:00+00:00,11,05,2024,2024-05-11,14:15,722417.0,509449.928915,1231866.928915
2024-05-11T14:30:00+00:00,11,05,2024,2024-05-11,15:30,601889.0,602501.433832,1204390.433832
2024-05-11T15:15:00+00:00,11,05,2024,2024-05-11,16:15,563730.0,613082.761386,1176812.761386
2024-05-12T01:30:00+00:00,12,05,2024,2024-05-12,02:30,556010.0,498361.798,1054371.798
2024-05-12T07:00:00+00:00,12,05,2024,2024-05-12,08:00,545295.0,490326.603656,1035621.603656
2024-05-12T23:00:00+00:00,13,05,2024,2024-05-13,00:00,658429.0,556756.045,1215185.045
2024-05-13T00:15:00+00:00,13,05,2024,2024-05-13,01:15,603575.0,535128.447,1138703.4470000002
2024-05-13T05:00:00+00:00,13,05,2024,2024-05-13,06:00,647677.0,457593.323,1105270.3229999999
2024-05-13T12:15:00+00:00,13,05,2024,2024-05-13,13:15,804350.0,742142.117962,1546492.117962
2024-05-13T16:15:00+00:00,13,05,2024,2024-05-13,17:15,610682.0,971356.53943,1582038.53943
2024-05-13T21:45:00+00:00,13,05,2024,2024-05-13,22:45,565374.0,947468.948,1512842.9479999999
2024-05-14T14:30:00+00:00,14,05,2024,2024-05-14,15:30,420287.0,1076053.374526,1496340.374526
2024-05-14T22:00:00+00:00,14,05,2024,2024-05-14,23:00,723148.0,792976.36,1516124.3599999999
2024-05-14T22:15:00+00:00,14,05,2024,2024-05-14,23:15,693179.0,776507.606,1469686.6060000001
2024-05-15T04:15:00+00:00,15,05,2024,2024-05-15,05:15,558809.0,597425.443,1156234.443
2024-05-15T06:45:00+00:00,15,05,2024,2024-05-15,07:45,861641.0,535436.262413,1397077.262413
2024-05-15T07:15:00+00:00,15,05,2024,2024-05-15,08:15,963223.0,519247.204397,1482470.204397
2024-05-15T08:30:00+00:00,15,05,2024,2024-05-15,09:30,1078483.0,509410.64883,1587893.64883
2024-05-15T09:00:00+00:00,15,05,2024,2024-05-15,10:00,1106930.0,486023.072822,1592953.072822
2024-05-16T02:15:00+00:00,16,05,2024,2024-05-16,03:15,609438.0,570463.758,1179901.758
2024-05-16T04:30:00+00:00,16,05,2024,2024-05-16,05:30,713967.0,471639.193,1185606.193
2024-05-16T08:45:00+00:00,16,05,2024,2024-05-16,09:45,1150543.0,459286.158375,1609829.158375
2024-05-16T17:00:00+00:00,16,05,2024,2024-05-16,18:00,1054385.0,561271.146086,1615656.146086
2024-05-16T17:30:00+00:00,16,05,2024,2024-05-16,18:30,1036978.0,581793.282609,1618771.2826089999
2024-05-17T05:15:00+00:00,17,05,2024,2024-05-17,06:15,669632.0,516528.919342,1186160.919342
2024-05-17T18:30:00+00:00,17,05,2024,2024-05-17,19:30,979122.0,615927.102096,1595049.102096
2024-05-17T19:15:00+00:00,17,05,2024,2024-05-17,20:15,1042957.0,608868.303987,1651825.3039870001
2024-05-18T02:15:00+00:00,18,05,2024,2024-05-18,03:15,630412.0,517700.293,1148112.293
2024-05-18T04:30:00+00:00,18,05,2024,2024-05-18,05:30,556131.0,568136.051,1124267.051
2024-05-18T05:15:00+00:00,18,05,2024,2024-05-18,06:15,541853.0,560225.353639,1102078.353639
2024-05-18T06:15:00+00:00,18,05,2024,2024-05-18,07:15,577299.0,557645.482254,1134944.482254
2024-05-18T11:00:00+00:00,18,05,2024,2024-05-18,12:00,969897.0,462171.926928,1432068.926928
2024-05-18T12:15:00+00:00,18,05,2024,2024-05-18,13:15,866812.0,503224.664449,1370036.664449
2024-05-19T04:00:00+00:00,19,05,2024,2024-05-19,05:00,586927.0,412353.832,999280.8319999999
2024-05-19T06:30:00+00:00,19,05,2024,2024-05-19,07:30,645800.0,361130.193205,1006930.193205
2024-05-19T09:15:00+00:00,19,05,2024,2024-05-19,10:15,855253.0,327658.456108,1182911.4561080001
2024-05-19T23:45:00+00:00,20,05,2024,2024-05-20,00:45,691962.0,495486.197,1187448.197
2024-05-20T01:30:00+00:00,20,05,2024,2024-05-20,02:30,624187.0,455581.121,1079768.121
2024-05-20T04:45:00+00:00,20,05,2024,2024-05-20,05:45,645605.0,449849.064,1095454.064
2024-05-20T11:15:00+00:00,20,05,2024,2024-05-20,12:15,1178786.0,366545.221112,1545331.221112
2024-05-21T00:30:00+00:00,21,05,2024,2024-05-21,01:30,641080.0,581252.412,1222332.412
2024-05-21T02:00:00+00:00,21,05,2024,2024-05-21,03:00,640614.0,523372.096,1163986.096
2024-05-21T03:45:00+00:00,21,05,2024,2024-05-21,04:45,684198.0,453990.342,1138188.342
2024-05-21T16:15:00+00:00,21,05,2024,2024-05-21,17:15,784541.0,711993.949092,1496534.949092
2024-05-21T16:30:00+00:00,21,05,2024,2024-05-21,17:30,759566.0,728351.334733,1487917.334733
2024-05-21T20:15:00+00:00,21,05,2024,2024-05-21,21:15,1149005.0,577661.382,1726666.382
2024-05-21T20:45:00+00:00,21,05,2024,2024-05-21,21:45,1130439.0,557614.919,1688053.919
2024-05-21T21:45:00+00:00,21,05,2024,2024-05-21,22:45,1014947.0,539892.646,1554839.646
2024-05-21T22:30:00+00:00,21,05,2024,2024-05-21,23:30,938928.0,503627.379,1442555.379
2024-05-22T05:30:00+00:00,22,05,2024,2024-05-22,06:30,819067.0,416266.369389,1235333.3693889999
2024-05-22T09:00:00+00:00,22,05,2024,2024-05-22,10:00,1283124.0,353726.410707,1636850.410707
2024-05-22T15:15:00+00:00,22,05,2024,2024-05-22,16:15,905748.0,546719.379515,1452467.3795150002
2024-05-22T16:45:00+00:00,22,05,2024,2024-05-22,17:45,861163.0,599315.793682,1460478.7936820001
2024-05-23T00:45:00+00:00,23,05,2024,2024-05-23,01:45,659253.0,561727.737,1220980.737
2024-05-23T08:30:00+00:00,23,05,2024,2024-05-23,09:30,1124103.0,424233.162723,1548336.162723
2024-05-23T12:45:00+00:00,23,05,2024,2024-05-23,13:45,1073642.0,364167.793217,1437809.793217
2024-05-23T13:45:00+00:00,23,05,2024,2024-05-23,14:45,1055693.0,369634.080875,1425327.080875
2024-05-23T16:45:00+00:00,23,05,2024,2024-05-23,17:45,1025265.0,413769.074271,1439034.074271
2024-05-24T01:45:00+00:00,24,05,2024,2024-05-24,02:45,891750.0,309894.136,1201644.136
2024-05-24T03:45:00+00:00,24,05,2024,2024-05-24,04:45,889652.0,283720.024,1173372.024
2024-05-24T13:00:00+00:00,24,05,2024,2024-05-24,14:00,1142374.0,291988.904842,1434362.904842
2024-05-24T21:45:00+00:00,24,05,2024,2024-05-24,22:45,1073685.0,432166.051,1505851.051
2024-05-25T04:00:00+00:00,25,05,2024,2024-05-25,05:00,749056.0,363912.698,1112968.6979999999
2024-05-25T05:45:00+00:00,25,05,2024,2024-05-25,06:45,798243.0,298217.92888,1096460.92888
2024-05-25T13:00:00+00:00,25,05,2024,2024-05-25,14:00,750431.0,460852.736604,1211283.736604
2024-05-25T19:15:00+00:00,25,05,2024,2024-05-25,20:15,998797.0,444889.608357,1443686.608357
2024-05-26T02:45:00+00:00,26,05,2024,2024-05-26,03:45,646535.0,391074.781,1037609.781
2024-05-26T08:00:00+00:00,26,05,2024,2024-05-26,09:00,798569.0,300950.355857,1099519.355857
2024-05-27T08:45:00+00:00,27,05,2024,2024-05-27,09:45,914377.0,556028.56047,1470405.56047
2024-05-27T09:45:00+00:00,27,05,2024,2024-05-27,10:45,981111.0,475553.737592,1456664.737592
2024-05-27T11:15:00+00:00,27,05,2024,2024-05-27,12:15,1024276.0,435597.224647,1459873.224647
2024-05-27T13:30:00+00:00,27,05,2024,2024-05-27,14:30,943358.0,501897.985324,1445255.985324
2024-05-27T18:00:00+00:00,27,05,2024,2024-05-27,19:00,1004697.0,514878.305417,1519575.305417
2024-05-27T18:15:00+00:00,27,05,2024,2024-05-27,19:15,1050947.0,502246.714544,1553193.714544
2024-05-27T22:45:00+00:00,27,05,2024,2024-05-27,23:45,899911.0,498993.782,1398904.7820000001
2024-05-28T03:30:00+00:00,28,05,2024,2024-05-28,04:30,601236.0,542969.679,1144205.679
2024-05-28T08:15:00+00:00,28,05,2024,2024-05-28,09:15,1106284.0,431019.724988,1537303.724988
2024-05-28T13:15:00+00:00,28,05,2024,2024-05-28,14:15,1108561.0,366233.814397,1474794.814397
2024-05-29T00:30:00+00:00,29,05,2024,2024-05-29,01:30,808613.0,446733.479,1255346.479
2024-05-29T07:45:00+00:00,29,05,2024,2024-05-29,08:45,1181809.0,364937.028072,1546746.028072
2024-05-29T21:45:00+00:00,29,05,2024,2024-05-29,22:45,1013253.0,545397.515,1558650.5150000001
2024-05-29T22:00:00+00:00,29,05,2024,2024-05-29,23:00,996535.0,535000.975,1531535.975
2024-05-29T23:15:00+00:00,30,05,2024,2024-05-30,00:15,857183.0,498363.827,1355546.827
2024-05-30T05:00:00+00:00,30,05,2024,2024-05-30,06:00,615103.0,494141.118866,1109244.1188659999
2024-05-30T09:00:00+00:00,30,05,2024,2024-05-30,10:00,874272.0,374677.584357,1248949.584357
2024-05-30T11:45:00+00:00,30,05,2024,2024-05-30,12:45,1012408.0,320590.470144,1332998.470144
2024-05-30T15:45:00+00:00,30,05,2024,2024-05-30,16:45,807434.0,426161.840315,1233595.840315
2024-05-31T01:15:00+00:00,31,05,2024,2024-05-31,02:15,322428.0,803029.21,1125457.21
2024-05-31T03:15:00+00:00,31,05,2024,2024-05-31,04:15,262139.0,828706.438,1090845.438
2024-05-31T16:30:00+00:00,31,05,2024,2024-05-31,17:30,896629.0,531122.955038,1427751.955038
2024-05-31T20:00:00+00:00,31,05,2024,2024-05-31,21:00,834207.0,748357.316144,1582564.316144
2024-06-01T05:30:00+00:00,01,06,2024,2024-06-01,06:30,83613.0,1027967.25,1111580.25
